Date,Category,Sales,Price,Store
7/19/2023,Formal,46,139.77,Store_A
7/19/2023,Athletic,87,55.95,Store_C
7/19/2023,Seasonal,53,173.33,Store_C
7/19/2023,Formal,42,48.61,Store_C
7/19/2023,Seasonal,79,65.57,Store_C
7/19/2023,Athletic,50,160.07,Store_D
7/19/2023,Formal,75,78.98,Store_C
7/19/2023,Casual,74,30.41,Store_D
7/19/2023,Casual,57,41.59,Store_D
7/19/2023,Formal,69,103.97,Store_C
7/19/2023,Athletic,34,44.68,Store_B
7/19/2023,Casual,60,172.71,Store_A
7/19/2023,Formal,17,166.62,Store_A
7/19/2023,Formal,76,134.56,Store_C
7/19/2023,Athletic,33,89.32,Store_D
7/19/2023,Athletic,54,26.73,Store_C
7/19/2023,Athletic,6,151.03,Store_B
7/19/2023,Casual,18,178.67,Store_D
7/19/2023,Seasonal,74,97.81,Store_A
7/19/2023,Casual,24,174.49,Store_A
7/19/2023,Seasonal,48,55,Store_A
7/19/2023,Formal,5,195.9,Store_B
7/19/2023,Formal,58,108.15,Store_C
7/19/2023,Seasonal,40,63.12,Store_A
7/20/2023,Formal,46,179.14,Store_C
7/20/2023,Seasonal,34,157.8,Store_C
7/20/2023,Athletic,20,84.68,Store_A
7/20/2023,Casual,17,97.55,Store_D
7/20/2023,Seasonal,52,119.11,Store_A
7/20/2023,Formal,32,199.12,Store_D
7/20/2023,Casual,25,110.42,Store_A
7/20/2023,Seasonal,88,77.88,Store_B
7/20/2023,Casual,8,171.68,Store_B
7/20/2023,Seasonal,76,170.6,Store_A
7/20/2023,Formal,91,198.19,Store_C
7/20/2023,Casual,26,31.07,Store_A
7/20/2023,Casual,41,198.94,Store_A
7/20/2023,Formal,40,109.16,Store_B
7/20/2023,Athletic,39,142.82,Store_D
7/20/2023,Casual,74,185.45,Store_C
7/20/2023,Formal,9,37.15,Store_A
7/20/2023,Seasonal,75,148.36,Store_A
7/20/2023,Formal,78,101.83,Store_B
7/20/2023,Athletic,90,86.17,Store_C
7/20/2023,Formal,31,33.16,Store_D
7/20/2023,Formal,68,165.58,Store_C
7/20/2023,Athletic,19,98.08,Store_A
7/20/2023,Athletic,75,69.79,Store_A
7/20/2023,Casual,90,47.39,Store_B
7/20/2023,Athletic,31,98.53,Store_B
7/20/2023,Seasonal,17,117.95,Store_B
7/20/2023,Athletic,55,124.16,Store_A
7/20/2023,Formal,46,43.75,Store_B
7/20/2023,Formal,51,183.65,Store_C
7/20/2023,Seasonal,59,53.99,Store_B
7/20/2023,Athletic,41,190.72,Store_D
7/20/2023,Formal,52,114.77,Store_B
7/20/2023,Formal,33,80.78,Store_C
7/20/2023,Athletic,20,136.02,Store_C
7/20/2023,Casual,35,160.59,Store_C
7/20/2023,Casual,57,117.39,Store_B
7/20/2023,Formal,90,106.91,Store_B
7/20/2023,Casual,37,102.33,Store_C
7/20/2023,Casual,71,102.45,Store_C
7/20/2023,Athletic,86,116.74,Store_D
7/20/2023,Casual,42,118.01,Store_C
7/20/2023,Casual,21,135.54,Store_D
7/20/2023,Formal,52,131.75,Store_B
7/20/2023,Athletic,95,54.93,Store_D
7/20/2023,Casual,27,161.77,Store_C
7/20/2023,Casual,82,189.95,Store_D
7/20/2023,Formal,3,198.02,Store_B
7/20/2023,Formal,55,30.56,Store_B
7/20/2023,Formal,33,80.29,Store_B
7/20/2023,Athletic,99,57.16,Store_B
7/20/2023,Seasonal,1,56.28,Store_B
7/20/2023,Formal,26,104.69,Store_A
7/20/2023,Athletic,79,67.9,Store_D
7/20/2023,Casual,2,74.19,Store_C
7/20/2023,Formal,2,128.79,Store_B
7/20/2023,Seasonal,67,160.29,Store_A
7/20/2023,Formal,32,21.98,Store_A
7/20/2023,Seasonal,33,103.38,Store_B
7/20/2023,Athletic,76,145.29,Store_D
7/20/2023,Casual,75,155.96,Store_B
7/20/2023,Athletic,64,49.25,Store_B
7/20/2023,Formal,52,169.56,Store_B
7/20/2023,Casual,87,20.08,Store_B
7/20/2023,Seasonal,93,101.66,Store_D
7/20/2023,Casual,12,21.37,Store_A
7/20/2023,Athletic,34,66.93,Store_D
7/20/2023,Seasonal,83,194.76,Store_A
7/20/2023,Formal,89,75.25,Store_B
7/20/2023,Casual,31,123.28,Store_C
7/20/2023,Casual,17,22.87,Store_D
7/20/2023,Athletic,3,49.68,Store_D
7/20/2023,Formal,53,68,Store_C
7/20/2023,Seasonal,22,106.33,Store_C
7/20/2023,Seasonal,37,71.45,Store_D
7/20/2023,Formal,58,116.51,Store_B
7/20/2023,Casual,34,53.66,Store_C
7/20/2023,Casual,55,140.13,Store_D
7/20/2023,Seasonal,28,121.81,Store_C
7/20/2023,Athletic,49,98.22,Store_B
7/21/2023,Formal,30,55.69,Store_B
7/21/2023,Athletic,83,132.95,Store_B
7/21/2023,Formal,52,175.41,Store_A
7/21/2023,Athletic,59,189.46,Store_A
7/21/2023,Formal,21,63.69,Store_A
7/21/2023,Casual,49,194.06,Store_C
7/21/2023,Casual,81,94.88,Store_A
7/21/2023,Formal,24,68.93,Store_C
7/21/2023,Athletic,89,131.67,Store_D
7/21/2023,Seasonal,53,182.87,Store_A
7/21/2023,Seasonal,67,165.54,Store_B
7/21/2023,Casual,73,122.08,Store_A
7/21/2023,Casual,54,165.93,Store_D
7/21/2023,Seasonal,6,192.57,Store_C
7/21/2023,Athletic,26,48.68,Store_B
7/21/2023,Athletic,39,193.93,Store_B
7/21/2023,Seasonal,93,20.33,Store_D
7/21/2023,Casual,63,131.3,Store_A
7/21/2023,Athletic,97,110.57,Store_B
7/21/2023,Seasonal,12,108.65,Store_C
7/21/2023,Casual,79,40.02,Store_C
7/21/2023,Formal,53,133.9,Store_B
7/21/2023,Seasonal,10,37.05,Store_C
7/21/2023,Athletic,15,22.83,Store_C
7/21/2023,Casual,19,199.89,Store_B
7/21/2023,Casual,93,69.53,Store_C
7/21/2023,Athletic,86,57.24,Store_B
7/21/2023,Athletic,60,39.82,Store_B
7/21/2023,Formal,27,164.45,Store_D
7/21/2023,Athletic,23,145.95,Store_A
7/21/2023,Casual,69,31.64,Store_C
7/21/2023,Formal,33,144.54,Store_C
7/21/2023,Athletic,35,37.58,Store_D
7/21/2023,Seasonal,70,20.96,Store_D
7/21/2023,Formal,59,113.31,Store_C
7/21/2023,Casual,75,37.56,Store_B
7/21/2023,Casual,96,150.18,Store_D
7/21/2023,Seasonal,86,108.47,Store_B
7/21/2023,Formal,61,150.64,Store_C
7/21/2023,Formal,24,59.92,Store_A
7/21/2023,Athletic,19,118.54,Store_D
7/21/2023,Casual,27,74.21,Store_C
7/21/2023,Formal,54,140.05,Store_B
7/21/2023,Athletic,85,74.88,Store_D
7/21/2023,Formal,56,169.08,Store_A
7/21/2023,Athletic,60,123.44,Store_A
7/21/2023,Seasonal,86,104.79,Store_C
7/21/2023,Formal,3,174.57,Store_B
7/21/2023,Seasonal,9,80.61,Store_D
7/21/2023,Casual,17,146.34,Store_C
7/21/2023,Formal,44,22.31,Store_D
7/21/2023,Formal,75,88.68,Store_B
7/21/2023,Casual,85,184.09,Store_A
7/21/2023,Athletic,29,72.54,Store_D
7/21/2023,Formal,79,198.94,Store_C
7/21/2023,Athletic,85,160.15,Store_C
7/21/2023,Athletic,81,96.83,Store_C
7/21/2023,Formal,72,138.4,Store_A
7/21/2023,Seasonal,74,46.01,Store_D
7/21/2023,Casual,18,108.82,Store_C
7/21/2023,Seasonal,92,26.21,Store_C
7/21/2023,Seasonal,61,194.16,Store_C
7/21/2023,Formal,65,52.22,Store_B
7/21/2023,Seasonal,96,134.52,Store_C
7/21/2023,Casual,9,23.28,Store_B
7/21/2023,Formal,31,129.48,Store_D
7/21/2023,Athletic,61,92.03,Store_C
7/21/2023,Casual,86,114.25,Store_A
7/21/2023,Casual,41,130.17,Store_C
7/21/2023,Seasonal,93,136.85,Store_C
7/21/2023,Formal,44,161.69,Store_D
7/21/2023,Athletic,70,108.14,Store_A
7/21/2023,Formal,46,146.4,Store_A
7/21/2023,Casual,18,36.13,Store_D
7/21/2023,Casual,35,134.2,Store_C
7/21/2023,Casual,90,102.4,Store_C
7/21/2023,Casual,23,173.42,Store_C
7/21/2023,Formal,21,48.59,Store_D
7/21/2023,Athletic,38,77.12,Store_B
7/21/2023,Seasonal,29,81.91,Store_A
7/21/2023,Casual,56,73.57,Store_A
7/21/2023,Athletic,6,178.78,Store_D
7/21/2023,Athletic,79,185.47,Store_D
7/21/2023,Formal,64,149.99,Store_C
7/21/2023,Seasonal,68,193.6,Store_A
7/21/2023,Casual,5,90.32,Store_C
7/21/2023,Athletic,93,194.62,Store_D
7/21/2023,Formal,42,176.97,Store_D
7/22/2023,Athletic,46,106.06,Store_C
7/22/2023,Seasonal,96,101.07,Store_C
7/22/2023,Athletic,27,33.29,Store_B
7/22/2023,Athletic,29,115.68,Store_A
7/22/2023,Seasonal,70,164.27,Store_D
7/22/2023,Formal,72,107.65,Store_D
7/22/2023,Formal,9,136.63,Store_A
7/22/2023,Casual,84,91.33,Store_A
7/22/2023,Casual,95,132.59,Store_A
7/22/2023,Seasonal,53,149.73,Store_D
7/22/2023,Athletic,46,175.25,Store_C
7/22/2023,Athletic,8,56.56,Store_C
7/22/2023,Casual,1,70.35,Store_C
7/22/2023,Seasonal,86,64.97,Store_D
7/22/2023,Seasonal,81,57.39,Store_B
7/22/2023,Athletic,5,20.37,Store_D
7/22/2023,Athletic,48,150.61,Store_A
7/22/2023,Casual,36,168.05,Store_A
7/22/2023,Casual,27,157.55,Store_D
7/22/2023,Seasonal,1,82.63,Store_B
7/22/2023,Casual,21,66.18,Store_D
7/22/2023,Casual,88,142.38,Store_D
7/22/2023,Athletic,33,76.74,Store_D
7/22/2023,Formal,15,99.73,Store_C
7/22/2023,Casual,25,147.6,Store_A
7/22/2023,Formal,70,194.66,Store_C
7/22/2023,Athletic,93,157.63,Store_B
7/22/2023,Seasonal,20,125.2,Store_B
7/22/2023,Formal,23,66.38,Store_D
7/22/2023,Seasonal,4,83.92,Store_B
7/22/2023,Athletic,81,172.95,Store_B
7/22/2023,Seasonal,22,167.37,Store_A
7/22/2023,Seasonal,64,145.37,Store_A
7/22/2023,Athletic,63,77.11,Store_C
7/22/2023,Casual,89,198.57,Store_C
7/22/2023,Athletic,13,31.42,Store_D
7/22/2023,Seasonal,97,38,Store_C
7/22/2023,Casual,40,94.88,Store_B
7/22/2023,Athletic,69,45.07,Store_D
7/22/2023,Formal,27,179.22,Store_B
7/22/2023,Athletic,56,124.9,Store_A
7/22/2023,Seasonal,48,151.25,Store_D
7/22/2023,Casual,56,41.86,Store_A
7/22/2023,Formal,25,95.97,Store_D
7/22/2023,Seasonal,99,48.82,Store_A
7/22/2023,Athletic,99,163.04,Store_C
7/22/2023,Seasonal,67,24.59,Store_C
7/22/2023,Casual,26,188.77,Store_C
7/22/2023,Seasonal,9,187.6,Store_C
7/22/2023,Seasonal,86,180.87,Store_A
7/22/2023,Formal,12,193.02,Store_A
7/22/2023,Seasonal,23,33.41,Store_D
7/22/2023,Formal,23,168.63,Store_B
7/22/2023,Formal,63,142.7,Store_B
7/22/2023,Casual,85,181.71,Store_C
7/22/2023,Athletic,57,52.48,Store_D
7/22/2023,Formal,37,57.72,Store_D
7/22/2023,Seasonal,67,185.81,Store_A
7/22/2023,Casual,41,118.22,Store_A
7/22/2023,Athletic,37,97.62,Store_D
7/22/2023,Athletic,90,62.19,Store_A
7/22/2023,Casual,13,121.6,Store_B
7/22/2023,Formal,23,186.47,Store_D
7/22/2023,Formal,66,72.38,Store_B
7/22/2023,Seasonal,91,55.66,Store_A
7/22/2023,Formal,94,91.94,Store_C
7/22/2023,Formal,26,188.23,Store_B
7/22/2023,Formal,93,195.76,Store_D
7/22/2023,Seasonal,88,54.11,Store_D
7/22/2023,Athletic,42,126.15,Store_A
7/22/2023,Casual,97,57.78,Store_C
7/22/2023,Casual,70,183.67,Store_B
7/22/2023,Casual,81,100.14,Store_D
7/22/2023,Athletic,62,184.97,Store_C
7/22/2023,Formal,56,40.71,Store_D
7/22/2023,Formal,61,59.29,Store_D
7/22/2023,Athletic,16,131.05,Store_B
7/22/2023,Athletic,64,159.41,Store_D
7/23/2023,Casual,43,106.28,Store_C
7/23/2023,Seasonal,37,150.07,Store_A
7/23/2023,Casual,79,175.67,Store_C
7/23/2023,Athletic,57,64.21,Store_D
7/23/2023,Athletic,18,141.05,Store_C
7/23/2023,Seasonal,68,196.03,Store_D
7/23/2023,Formal,22,195.79,Store_B
7/23/2023,Athletic,85,186.98,Store_A
7/23/2023,Casual,88,76.97,Store_B
7/23/2023,Athletic,30,70.04,Store_A
7/23/2023,Formal,55,166.28,Store_D
7/23/2023,Formal,77,93.91,Store_A
7/23/2023,Seasonal,47,22.35,Store_C
7/23/2023,Casual,83,194.32,Store_A
7/23/2023,Formal,68,164.22,Store_B
7/23/2023,Athletic,77,47.32,Store_B
7/23/2023,Athletic,63,115.25,Store_D
7/23/2023,Formal,61,156.21,Store_B
7/23/2023,Seasonal,93,117.48,Store_A
7/23/2023,Formal,74,156.14,Store_B
7/23/2023,Athletic,52,29.56,Store_B
7/23/2023,Athletic,7,21.85,Store_B
7/23/2023,Casual,62,66.44,Store_C
7/23/2023,Formal,22,31.77,Store_D
7/23/2023,Seasonal,91,24.15,Store_C
7/23/2023,Seasonal,56,51.03,Store_A
7/23/2023,Seasonal,10,169.94,Store_D
7/23/2023,Casual,56,45.53,Store_A
7/23/2023,Casual,72,29.54,Store_B
7/23/2023,Casual,57,158.13,Store_B
7/23/2023,Formal,74,72.32,Store_A
7/23/2023,Athletic,43,70.09,Store_D
7/23/2023,Formal,52,147.06,Store_B
7/23/2023,Casual,74,189.21,Store_C
7/23/2023,Casual,92,123.22,Store_A
7/23/2023,Formal,17,46.24,Store_D
7/23/2023,Seasonal,70,55.98,Store_A
7/23/2023,Casual,55,130.63,Store_C
7/23/2023,Formal,31,193.53,Store_D
7/23/2023,Formal,2,84.48,Store_C
7/23/2023,Athletic,10,113.57,Store_B
7/23/2023,Formal,88,60.39,Store_B
7/23/2023,Formal,92,116.32,Store_B
7/23/2023,Casual,99,142.93,Store_A
7/23/2023,Casual,72,181.74,Store_D
7/23/2023,Athletic,30,27.96,Store_B
7/23/2023,Formal,71,191.11,Store_B
7/23/2023,Athletic,70,171.42,Store_B
7/23/2023,Seasonal,64,90.21,Store_B
7/23/2023,Athletic,85,124.84,Store_D
7/23/2023,Seasonal,73,128.72,Store_C
7/23/2023,Casual,89,195.58,Store_A
7/23/2023,Casual,8,60.28,Store_A
7/23/2023,Seasonal,35,169.64,Store_D
7/23/2023,Formal,79,169.39,Store_B
7/23/2023,Seasonal,82,121.1,Store_C
7/23/2023,Seasonal,13,32.47,Store_C
7/23/2023,Casual,61,88.59,Store_C
7/23/2023,Athletic,58,199.07,Store_A
7/23/2023,Athletic,34,37.76,Store_B
7/23/2023,Seasonal,37,113.08,Store_C
7/23/2023,Athletic,4,192.24,Store_A
7/23/2023,Seasonal,66,153.26,Store_C
7/23/2023,Casual,12,63.71,Store_C
7/23/2023,Athletic,85,185.03,Store_A
7/23/2023,Formal,46,68.64,Store_A
7/23/2023,Formal,79,50.95,Store_A
7/23/2023,Casual,10,198.04,Store_D
7/23/2023,Casual,72,163.35,Store_C
7/23/2023,Athletic,93,101.36,Store_B
7/23/2023,Seasonal,64,49.87,Store_B
7/23/2023,Seasonal,48,89.38,Store_D
7/23/2023,Athletic,93,89.72,Store_C
7/23/2023,Seasonal,96,31.92,Store_B
7/23/2023,Formal,50,173.05,Store_C
7/23/2023,Seasonal,22,101.26,Store_B
7/23/2023,Athletic,2,111.98,Store_C
7/23/2023,Athletic,81,186.04,Store_A
7/23/2023,Casual,28,115.86,Store_A
7/23/2023,Athletic,5,84.02,Store_C
7/23/2023,Formal,98,161.9,Store_D
7/23/2023,Formal,74,88.2,Store_C
7/24/2023,Casual,19,119.16,Store_D
7/24/2023,Athletic,22,60.81,Store_B
7/24/2023,Casual,52,156.6,Store_C
7/24/2023,Seasonal,91,96.58,Store_A
7/24/2023,Athletic,97,186.99,Store_A
7/24/2023,Casual,49,102.99,Store_C
7/24/2023,Formal,79,35.97,Store_A
7/24/2023,Formal,37,27.52,Store_D
7/24/2023,Seasonal,8,137.82,Store_B
7/24/2023,Casual,61,49.82,Store_C
7/24/2023,Seasonal,39,124.62,Store_C
7/24/2023,Athletic,4,109.57,Store_A
7/24/2023,Formal,72,158.81,Store_D
7/24/2023,Formal,66,177.45,Store_B
7/24/2023,Formal,5,190.06,Store_C
7/24/2023,Casual,4,102.11,Store_C
7/24/2023,Seasonal,87,143.91,Store_A
7/24/2023,Athletic,56,114.52,Store_C
7/24/2023,Athletic,40,65.71,Store_A
7/24/2023,Casual,88,188.13,Store_B
7/24/2023,Casual,79,133.52,Store_A
7/24/2023,Seasonal,24,48.46,Store_C
7/24/2023,Formal,50,157.64,Store_D
7/24/2023,Seasonal,13,27.79,Store_C
7/24/2023,Casual,82,188.07,Store_C
7/24/2023,Seasonal,26,190.28,Store_B
7/24/2023,Casual,43,51.32,Store_D
7/24/2023,Athletic,40,54.94,Store_A
7/24/2023,Athletic,26,38.68,Store_B
7/24/2023,Athletic,28,66.1,Store_C
7/24/2023,Casual,81,187.85,Store_A
7/24/2023,Formal,19,104.32,Store_A
7/24/2023,Seasonal,79,20.13,Store_B
7/24/2023,Seasonal,73,189.93,Store_B
7/24/2023,Formal,24,185.5,Store_B
7/24/2023,Formal,58,87.87,Store_C
7/24/2023,Seasonal,87,107.69,Store_B
7/24/2023,Athletic,82,185.23,Store_D
7/24/2023,Formal,47,153.14,Store_D
7/24/2023,Seasonal,1,158.01,Store_B
7/24/2023,Athletic,9,34.86,Store_C
7/24/2023,Seasonal,54,145.39,Store_A
7/24/2023,Seasonal,7,137.2,Store_B
7/24/2023,Formal,97,161.12,Store_C
7/24/2023,Athletic,48,87.62,Store_A
7/24/2023,Casual,14,81.9,Store_B
7/24/2023,Seasonal,10,139.69,Store_A
7/24/2023,Formal,10,147.63,Store_B
7/24/2023,Seasonal,72,178.88,Store_D
7/24/2023,Formal,60,49.7,Store_C
7/24/2023,Casual,62,74.65,Store_A
7/24/2023,Seasonal,3,146.22,Store_D
7/24/2023,Athletic,72,86.67,Store_C
7/24/2023,Athletic,59,128.85,Store_D
7/24/2023,Casual,61,90.72,Store_C
7/24/2023,Casual,59,48.26,Store_C
7/24/2023,Seasonal,46,88.84,Store_A
7/24/2023,Formal,93,103.1,Store_A
7/24/2023,Formal,37,76.6,Store_A
7/24/2023,Athletic,79,27.15,Store_C
7/24/2023,Athletic,48,78.79,Store_C
7/24/2023,Formal,73,51.06,Store_B
7/24/2023,Seasonal,34,102.9,Store_C
7/24/2023,Formal,40,127.97,Store_B
7/24/2023,Casual,66,50.89,Store_C
7/24/2023,Formal,37,80.95,Store_A
7/24/2023,Athletic,43,195.39,Store_A
7/24/2023,Formal,9,175.93,Store_A
7/24/2023,Formal,9,55.53,Store_B
7/24/2023,Seasonal,71,116.68,Store_C
7/25/2023,Formal,70,83.97,Store_C
7/25/2023,Casual,15,188.54,Store_D
7/25/2023,Casual,50,27.1,Store_B
7/25/2023,Athletic,76,164.17,Store_C
7/25/2023,Seasonal,14,180.46,Store_A
7/25/2023,Seasonal,57,29.95,Store_C
7/25/2023,Casual,1,64.79,Store_D
7/25/2023,Casual,13,154.21,Store_D
7/25/2023,Formal,42,109.34,Store_C
7/25/2023,Seasonal,22,41.47,Store_D
7/25/2023,Athletic,81,96.04,Store_B
7/25/2023,Casual,25,89.17,Store_B
7/25/2023,Seasonal,83,182.79,Store_C
7/25/2023,Formal,23,64.85,Store_C
7/25/2023,Athletic,44,22.57,Store_A
7/25/2023,Seasonal,5,84.93,Store_D
7/25/2023,Casual,81,70.87,Store_A
7/25/2023,Athletic,83,158.4,Store_B
7/25/2023,Formal,25,175.65,Store_A
7/25/2023,Casual,47,107.01,Store_B
7/25/2023,Athletic,89,43.19,Store_B
7/25/2023,Formal,42,69.33,Store_C
7/25/2023,Casual,12,96.81,Store_C
7/25/2023,Casual,91,167.93,Store_C
7/25/2023,Athletic,59,91.57,Store_D
7/25/2023,Athletic,27,151.71,Store_B
7/25/2023,Casual,88,87.66,Store_A
7/25/2023,Seasonal,86,152.39,Store_A
7/25/2023,Casual,40,147.64,Store_B
7/25/2023,Casual,7,184.6,Store_B
7/25/2023,Athletic,26,169.31,Store_B
7/25/2023,Athletic,2,155.49,Store_A
7/25/2023,Formal,6,164.63,Store_C
7/25/2023,Athletic,29,106.24,Store_A
7/25/2023,Casual,24,61,Store_C
7/25/2023,Seasonal,50,186.07,Store_C
7/25/2023,Athletic,97,164.82,Store_D
7/25/2023,Casual,13,81.96,Store_A
7/25/2023,Seasonal,77,111.23,Store_B
7/25/2023,Athletic,82,41.55,Store_B
7/25/2023,Casual,64,41.01,Store_C
7/25/2023,Casual,18,106.68,Store_B
7/25/2023,Seasonal,83,168.81,Store_D
7/25/2023,Seasonal,37,70.49,Store_D
7/25/2023,Athletic,1,122.25,Store_D
7/25/2023,Seasonal,66,195.36,Store_C
7/25/2023,Seasonal,51,68.46,Store_C
7/25/2023,Formal,45,103.3,Store_C
7/25/2023,Casual,49,92.74,Store_C
7/25/2023,Seasonal,59,120.04,Store_C
7/25/2023,Casual,80,116.68,Store_C
7/25/2023,Formal,28,174.72,Store_B
7/25/2023,Seasonal,2,178.29,Store_D
7/25/2023,Seasonal,28,199.33,Store_A
7/25/2023,Formal,39,85.69,Store_D
7/25/2023,Athletic,84,195.3,Store_C
7/25/2023,Casual,82,148.92,Store_A
7/25/2023,Athletic,46,38.78,Store_D
7/25/2023,Casual,20,38.62,Store_C
7/25/2023,Athletic,94,153.39,Store_B
7/25/2023,Seasonal,89,102.14,Store_C
7/25/2023,Casual,74,66.01,Store_A
7/25/2023,Casual,81,44.83,Store_A
7/25/2023,Casual,35,86.62,Store_C
7/25/2023,Seasonal,91,142.27,Store_D
7/25/2023,Formal,85,140.66,Store_D
7/25/2023,Athletic,16,157.79,Store_C
7/25/2023,Athletic,65,148.55,Store_B
7/25/2023,Seasonal,76,49.27,Store_C
7/25/2023,Casual,50,149,Store_D
7/25/2023,Casual,93,85.89,Store_C
7/25/2023,Seasonal,29,55.77,Store_C
7/25/2023,Athletic,23,96.83,Store_D
7/25/2023,Formal,64,42.09,Store_A
7/26/2023,Casual,81,106.35,Store_D
7/26/2023,Athletic,86,174.64,Store_D
7/26/2023,Casual,13,140.24,Store_A
7/26/2023,Casual,35,156.71,Store_A
7/26/2023,Athletic,95,185.73,Store_B
7/26/2023,Seasonal,65,143.88,Store_C
7/26/2023,Athletic,80,109.77,Store_A
7/26/2023,Athletic,15,140.94,Store_C
7/26/2023,Seasonal,1,119.65,Store_B
7/26/2023,Casual,88,138.07,Store_C
7/26/2023,Athletic,72,185.35,Store_C
7/26/2023,Seasonal,59,109.09,Store_D
7/26/2023,Formal,50,42.93,Store_D
7/26/2023,Formal,65,96.34,Store_C
7/26/2023,Formal,95,86.29,Store_D
7/26/2023,Seasonal,34,198.4,Store_C
7/26/2023,Formal,99,185.72,Store_B
7/26/2023,Casual,32,168.68,Store_B
7/26/2023,Casual,36,160.78,Store_A
7/26/2023,Athletic,16,176.63,Store_D
7/26/2023,Formal,70,115.88,Store_D
7/26/2023,Casual,84,196.55,Store_C
7/26/2023,Formal,3,52.98,Store_A
7/26/2023,Formal,3,66.83,Store_A
7/26/2023,Formal,5,20.9,Store_C
7/26/2023,Formal,67,155.99,Store_B
7/26/2023,Casual,90,45.95,Store_D
7/26/2023,Formal,91,130.26,Store_D
7/26/2023,Formal,67,193.31,Store_C
7/26/2023,Formal,97,176.09,Store_C
7/26/2023,Seasonal,8,115.98,Store_A
7/26/2023,Athletic,27,153.28,Store_C
7/26/2023,Formal,73,139.12,Store_B
7/26/2023,Athletic,25,174.48,Store_D
7/26/2023,Seasonal,99,165.45,Store_A
7/26/2023,Seasonal,11,142.4,Store_D
7/26/2023,Athletic,20,139.56,Store_C
7/26/2023,Formal,70,63.96,Store_A
7/26/2023,Seasonal,45,87.58,Store_C
7/26/2023,Casual,54,69.94,Store_A
7/26/2023,Formal,38,175.07,Store_B
7/26/2023,Athletic,15,155.67,Store_C
7/26/2023,Athletic,87,84.75,Store_A
7/26/2023,Formal,8,170.12,Store_C
7/26/2023,Formal,65,148.71,Store_B
7/26/2023,Casual,16,148.88,Store_B
7/26/2023,Casual,83,168.79,Store_C
7/26/2023,Formal,68,25.05,Store_B
7/26/2023,Formal,23,179.36,Store_B
7/26/2023,Seasonal,64,173.31,Store_C
7/26/2023,Formal,60,163.82,Store_D
7/26/2023,Formal,22,194.58,Store_B
7/26/2023,Formal,10,100,Store_D
7/26/2023,Formal,50,75.94,Store_C
7/26/2023,Seasonal,82,125.5,Store_D
7/26/2023,Formal,4,195.09,Store_D
7/26/2023,Seasonal,14,156.16,Store_A
7/26/2023,Athletic,4,34.74,Store_D
7/26/2023,Casual,14,54.9,Store_B
7/26/2023,Formal,3,127.39,Store_D
7/26/2023,Formal,43,169.23,Store_A
7/26/2023,Formal,26,41.18,Store_D
7/26/2023,Formal,87,111.45,Store_C
7/26/2023,Seasonal,5,46.57,Store_D
7/26/2023,Formal,49,156.83,Store_C
7/26/2023,Athletic,85,175.33,Store_A
7/26/2023,Seasonal,75,113.35,Store_C
7/26/2023,Seasonal,23,112.81,Store_D
7/26/2023,Athletic,62,152.04,Store_A
7/26/2023,Formal,59,150.89,Store_B
7/26/2023,Athletic,62,88.18,Store_C
7/26/2023,Formal,49,68.97,Store_B
7/26/2023,Seasonal,68,189.76,Store_D
7/26/2023,Casual,7,198.88,Store_A
7/26/2023,Athletic,38,32.73,Store_A
7/26/2023,Casual,50,134.13,Store_C
7/26/2023,Formal,67,129.18,Store_C
7/26/2023,Casual,72,185.54,Store_B
7/26/2023,Athletic,38,158.56,Store_B
7/26/2023,Seasonal,31,198.57,Store_C
7/27/2023,Athletic,21,136.63,Store_A
7/27/2023,Casual,74,188.01,Store_B
7/27/2023,Seasonal,38,138.75,Store_A
7/27/2023,Seasonal,96,25.84,Store_D
7/27/2023,Athletic,77,115.87,Store_D
7/27/2023,Athletic,80,25.83,Store_B
7/27/2023,Casual,3,36.91,Store_C
7/27/2023,Athletic,59,131.04,Store_C
7/27/2023,Seasonal,46,73.8,Store_A
7/27/2023,Formal,33,64.02,Store_C
7/27/2023,Athletic,67,46.5,Store_B
7/27/2023,Athletic,59,186.16,Store_B
7/27/2023,Formal,18,39.58,Store_D
7/27/2023,Seasonal,40,94.57,Store_D
7/27/2023,Formal,74,106.68,Store_C
7/27/2023,Athletic,14,194.78,Store_C
7/27/2023,Formal,90,153.24,Store_B
7/27/2023,Casual,78,37.53,Store_D
7/27/2023,Casual,72,47.55,Store_C
7/27/2023,Casual,20,166.84,Store_C
7/27/2023,Athletic,84,46,Store_D
7/27/2023,Athletic,87,39.66,Store_C
7/27/2023,Casual,25,130.67,Store_A
7/27/2023,Athletic,78,96.36,Store_B
7/27/2023,Seasonal,29,29.02,Store_C
7/27/2023,Casual,96,95.17,Store_A
7/27/2023,Formal,64,87.98,Store_C
7/27/2023,Casual,74,162.64,Store_A
7/27/2023,Seasonal,84,123.89,Store_B
7/27/2023,Casual,60,188.64,Store_D
7/27/2023,Athletic,38,91.59,Store_A
7/27/2023,Athletic,63,102.53,Store_A
7/27/2023,Athletic,52,165.25,Store_D
7/27/2023,Athletic,37,37.54,Store_A
7/27/2023,Formal,10,140.78,Store_C
7/27/2023,Athletic,76,77.41,Store_A
7/27/2023,Casual,46,52.7,Store_D
7/27/2023,Formal,30,100.5,Store_A
7/27/2023,Formal,39,53.07,Store_D
7/27/2023,Formal,72,81.52,Store_D
